1.1.toyota_sienna	1.0 0.708
2.0.toyota_texas_bass_classic_sharelunker_club_tournament	6.0 2.278
2.1.toyota_recall	62.0 11.385
4.1.prius_toyota	1.0 0.084
4.1.toyota_vehicles	76.0 9.942
9.toyotaofancaster.ca	23.0 25.0
adx.2.1.toyota_motor_corporation	32.0 0.957
adx.2.1.warrenton_toyota	8.0 2.169
adx.4.0.toyota_presents_platinum_level_awards	1.0 0.236
adx.4.1.toyota_yaris	14.0 3.949
2.0.mystery_toyota_sedan	1.0 0.072
2.0.toyota_ns4	4.0 1.109
2.1.toyota_urban_cruiser	80.0 40.941
4.0.toyota_eco_dealership_outlet	1.0 0.58
4.0.toyota_fs_cheetahs_u19_u21to	2.0 0.696
4.0.toyota_toyota_grmn_sports	4.0 0.18
4.1.chevrolet_toyota_mitsubishi	1.0 0.072
4.1.toyota_carina	17.0 2.427
9.herbchamberstoyotaofboston.com	84.0 90.0
adx.2.0.toyota_reports_over	1.0 0.176
adx.4.1.gulf_states_toyota	4.0 0.199
2.1.scores_toyota	1.0 0.124
2.1.toyota_hadirkan_agya	21.0 5.649
4.0.berlin_city_toyota	19.0 2.875
4.0.detail_toyota_ft	1.0 0.638
4.0.toyota_aurion	37.0 11.305
4.1.reliability_survey_toyota	8.0 1.712
9.parts.olathetoyota.com	275.0 279.0
adx.2.1.toyota_aygo	7.0 2.506
adx.4.0.toyota_land_cruiser_70_series	1.0 0.356
2.0.hks_camshaft_intake_toyota_1jz_gte_vvt	1.0 0.992
2.0.toyota_dealer	61.0 17.539
2.0.toyota_nasmoco_bantul	1.0 0.091
2.1.toyota_drag_trueno	1.0 0.949
2.1.toyota_hybrid	74.0 3.33
2.1.toyota_trd	106.0 35.425
4.0.okezone_autos_toyota_pamerkan_robot_robina_humanoid	8.0 4.048
4.0.toyota	15259.0 2247.862
4.0.toyota_part	3.0 1.116
4.0.toyota_tires	2.0 0.684
4.1.buku_toyota_talent	1.0 0.175
4.1.toyota_president	1.0 0.506
9.yokemtoyotanews.com	2.0 2.0
adx.2.1.jeff_wyler_toyota	2.0 0.425
adx.2.1.toyota_nadia	2.0 0.084
adx.4.1.toyotama	1.0 0.065
1.0.the_toyota_way	1.0 0.063
2.0.hendrickson_toyota	35.0 5.056
2.0.modified_toyota_museum	2.0 1.722
2.0.tatort_toyota	8.0 0.966
2.1.toyota_corolla_levin	75.0 30.791
2.1.toyota_tamaraw	1.0 0.871
4.0.blitz_compressor_system_supercharger_kit_toyota_zze123_zze123g_sort	3.0 0.339
4.0.toyota_touch_go	1.0 0.07
4.1.marion_toyota_parts	1.0 0.066
adx.4.1.toyota_line	1.0 0.034
adx.9.toyotarav4ecm.com	3.0 3.0
1.1.toyota_service_coupons	1.0 0.237
1.1.toyota_way	1.0 0.117
2.0.schaumburg_toyota	2.0 0.162
2.0.southeast_toyota_distributors	6.0 0.336
2.0.ter_studiotoyota_vios	24.0 1.92
2.0.toyota_city	85.0 2.44
2.0.toyota_model_camry_altise_year	1.0 0.048
2.0.toyota_pickups	7.0 1.296
4.0.dieselstation_toyota_ft	1.0 0.063
4.0.texas_toyota	11.0 0.407
4.0.toyota_siap_investasi_puluhan_miliar	1.0 0.311
4.0.toyota_special_offers	7.0 1.512
4.0.toyota_vitz	379.0 118.949
4.1.toyota_1jz_vvt	1.0 0.412
4.1.toyota_passo	53.0 10.841
2.1.twin_charged_toyota	2.0 0.764
4.0.llanta_para_camioneta_nissan_toyota_chevrolet_mitsub_fierro	1.0 0.056
4.0.toyota_hybrid_system	1.0 0.022
4.0.toyota_mxico	1.0 0.136
4.0.toyota_uk	6.0 0.174
4.1.toyota_agya_trd	128.0 11.469
4.1.toyota_celsior	2.0 0.292
1.1.toyota_rav4	6.0 1.801
2.0.toyota_mr2	223.0 83.661
2.1.toyota_isis	4.0 2.315
2.1.toyota_lucida	1.0 0.396
4.1.toyota_corrola	1.0 0.196
9.toyotaofneworleansnews.com	8.0 8.0
adx.2.1.toyota_entune	36.0 0.972
adx.2.1.toyota_s800	1.0 0.025
2.0.autos_toyota_bandejas_delanteras_yaris	1.0 0.765
2.0.toyotamodel	7.0 0.496
2.1.toyota_exec	7.0 1.638
4.1.toyota_lc	1.0 0.128
9.stage.toyotaplaza.ca	2.0 3.0
adx.2.0.toyotacsr_toyota_csr	1.0 0.14
adx.2.1.toyota_motor_sales	44.0 1.898
adx.4.0.toyota_matrix	5.0 0.249
adx.4.0.toyota_ready	1.0 0.073
adx.4.0.toyota_truck	1.0 0.384
adx.4.0.toyotama	1.0 0.065
adx.4.1.toyota_publica	1.0 0.025
t.rt_toyotasocal.retargcnt	12654.0 61675.0
1.1.toyota_yaris_hybrid	3.0 1.483
2.0.lanza_dimca_toyota_tchira	3.0 1.179
2.0.toyota_auction_grade	1.0 0.101
4.0.britcar_toyota_gt86	7.0 0.406
4.0.lexus_toyota	1.0 0.031
4.1.sistem_hybrid_toyota	1.0 0.381
4.1.toyota_hilux	2389.0 561.861
adx.2.0.toyota_aygo	7.0 2.506
adx.9.rctoyotas.freeforums.org	2.0 2.0
2.0.toyota_corolla_axio	50.0 13.908
2.1.cmo_toyota	8.0 1.992
4.0.street_toyota_employees_participate	1.0 0.432
4.0.toyota_ist	6.0 2.45
adx.2.1.toyota_car_reviews	1.0 0.956
adx.4.0.toyota_supra	45.0 12.35
2.1.toyota_new_zealand	7.0 0.468
2.1.toyota_surf_white	2.0 0.094
2.1.toyota_tsusho	6.0 1.726
4.0.produzione_toyota	9.0 0.269
4.0.toyota_seeks	2.0 0.29
4.0.toyota_sprinter_trueno	29.0 2.552
4.1.toyota_automobile_museum	6.0 1.14
4.1.toyota_coms	4.0 1.311
1.1.toyota_fj_cruiser	2.0 0.854
2.0.toyota_motor_corporation	183.0 5.565
2.0.toyota_wallpaper	8.0 3.264
2.1.toyota_matrix	244.0 26.133
4.0.toyota_subaru_gt	4.0 0.297
4.1.maquina_coser_toyota	2.0 0.582
adx.2.1.toyota_pavilion_at_montage_mountain	1.0 0.036
1.0.toyota_passo	3.0 1.396
2.0.toyota	16843.0 2455.19
2.1.toyota_master	2.0 0.056
4.0.da_toyota_pick	5.0 0.395
4.1.camioneta_toyota_doble	1.0 0.308
4.1.toyota_1jz_gte	1.0 0.598
4.1.toyota_ramadan_millionaire	1.0 0.158
4.1.vendo_camioneta_toyota	1.0 0.446
adx.1.1.toyota_motor_corp	1.0 0.04
adx.4.0.toyota_racing_development	3.0 0.525
1.0.toyota_boshoku	2.0 0.094
1.0.toyota_rav4	4.0 1.745
2.0.islands_toyota	7.0 7.344
2.0.toyota_gt86_car	1.0 0.051
2.0.toyota_isis	4.0 2.315
2.0.toyota_pickup	52.0 4.451
2.1.toyota_partners	3.0 0.677
4.0.akhir_tahun_ini_toyota_resmi_jual_agya	61.0 42.334
4.0.audi_replace_toyota	1.0 0.067
4.0.toyota_clica_st	1.0 0.474
4.0.toyota_forklifts	1.0 0.043
4.0.toyota_fun_vii	1.0 0.294
4.0.toyota_india_dealerships	2.0 0.326
4.1.toyota_zaz	4.0 0.208
adx.4.0.toyota_huge	1.0 0.538
1.1.toyota_motor_manufacturing_canada	1.0 0.062
2.0.casey_toyota	20.0 6.091
2.0.northpoint_toyota	12.0 4.912
2.0.toyota_co2_toyota_optimal_drive	3.0 0.213
2.0.toyota_exec	7.0 1.638
2.0.toyota_highlander_hybrid	43.0 12.793
2.1.toyota_ft86	6.0 0.3
4.1.tuned_toyota_gt	6.0 1.752
adx.2.1.toyota_special_offers	2.0 0.432
2.0.production_toyota_ft	1.0 0.76
4.0.toyota_car_reviews	61.0 58.316
4.1.toyota_ae92_trueno	1.0 0.808
9.daytonatoyotanews.com	1.0 1.0
adx.2.0.toyota_makes_good	2.0 0.604
adx.2.0.toyota_mr2_spyder	2.0 0.929
1.0.toyota_hilux	5.0 2.632
2.0.toyota_lawsuit_claims	1.0 0.04
2.1.toyota_park	21.0 5.996
4.0.sunshine_toyota	23.0 3.663
4.1.toyota_turned	1.0 0.329
9.weisstoyotanews.com	1.0 1.0
1.0.toyota	145.0 28.434
2.0.latest_toyota_car_suv_mpv_price_list	5.0 0.875
2.0.sistema_toyota	3.0 0.264
2.0.toyota_ee	1.0 0.43
2.0.toyota_price_list	5.0 0.705
2.1.maquina_coser_toyota	2.0 0.582
2.1.used_toyota_mark	13.0 5.75
4.0.toyota_coms	4.0 1.311
4.1.jeff_wyler_toyota	10.0 1.484
adx.2.1.nascar_toyota	1.0 0.084
adx.4.0.toyota_avalon	13.0 4.617
adx.4.1.toyota_camry	527.0 83.298
1.0.harga_toyota_agya	1.0 0.303
2.1.toyota_celica_camry	2.0 0.178
2.1.toyota_clica	4.0 1.129
4.0.okezone_autos_mobil_murah_toyota_daihatsu_hanya_dipamerkan	63.0 46.053
4.0.used_toyota_cars	276.0 104.448
4.1.toyota_named_world	1.0 0.394
9.toyotafrontiermotors.enic.pk	1.0 1.0
adx.4.0.toyota_cressida	3.0 0.069
1.1.toyota_landcruiser	2.0 0.066
2.0.akhir_tahun_ini_toyota_resmi_jual_agya	84.0 58.99
2.0.toyota_prado	159.0 85.858
2.0.toyota_tis	12.0 0.468
2.0.toyota_uk	6.0 0.392
2.1.wv_toyota_dealership	1.0 0.232
4.0.harga_toyota_liva_karna	15.0 0.8
4.0.oem_toyota_parts	1.0 0.056
4.0.toyota_bahrain_ekkanoo_group	3.0 1.617
4.1.my_fmtoyota	5.0 0.156
1.0.sakichi_toyota	1.0 0.065
1.0.town_toyota_center	1.0 0.665
2.0.wyler_toyota	5.0 1.065
4.1.toyota_cup	1.0 0.093
2.0.toyota_ft86	6.0 0.3
2.1.book_toyota	1.0 0.165
2.1.toyota_avalon	378.0 114.872
2.1.toyota_cresida	1.0 0.033
4.0.toyota_oakley_surf_tacoma	1.0 0.568
adx.2.0.toyota_avanza	2.0 0.592
adx.2.1.toyota_auris	6.0 1.068
adx.4.0.toyota_rs2000	1.0 0.849
adx.4.1.toyota_calls_emperor	6.0 2.034
1.0.toyota_texas_bass_classic_sharelunker_club_tournament	1.0 0.377
2.0.toyota_mpv_avanza_alphard_avanza_alphard_avanza	2.0 0.764
2.0.toyota_new_alphard	2.0 0.243
2.0.toyota_ramps	6.0 1.368
4.0.new_toyota_rebates	77.0 57.211
4.0.okezone_autos_cara_merawat_ban_ala_toyota	5.0 2.49
4.0.toyota_altis	287.0 18.187
adx.2.0.toyota_cresta	2.0 0.08
1.1.toyota_mark_ii	2.0 0.505
2.0.toyota_park	21.0 5.996
2.0.toyota_pixis_epoch_launched	47.0 18.001
2.0.toyota_venza	174.0 33.262
2.1.toyotama	6.0 0.39
4.0.coup_toyota_clica_st	1.0 0.077
4.0.tmg_toyota_gt	2.0 0.18
4.1.toyota_ceo	2.0 0.394
9.evanstoyota.com	94.0 99.0
adx.4.0.mthode_lean_approche_toyota	1.0 0.061
2.0.toyota_csr_click	2.0 0.11
2.0.toyota_driving_expectations	1.0 0.2
2.0.toyota_norge	1.0 0.101
2.1.toyota_corolla_fielder	9.0 0.447
4.1.toyota_hiccup	10.0 3.29
9.toyotatexasbassclassic.com	3693.0 4019.0
adx.2.1.toyota_sports	1.0 0.786
adx.2.1.toyota_way	4.0 0.153
adx.2.1.used_toyota_cars	1.0 0.267
adx.4.1.modified_toyota_mr	3.0 0.144
2.0.toyota_introduces	1.0 0.199
2.0.toyota_pricing_bulletin	1.0 0.259
2.1.metro_toyota	64.0 7.118
2.1.new_toyota_ft	3.0 1.158
2.1.toyota_corolla_e100	3.0 0.075
2.1.toyota_part	1.0 0.372
2.1.toyota_rs2000	48.0 41.601
4.0.ini_daihatsu_toyota_kolaborasi_bikin_mobil_murah	5.0 2.775
4.1.knowing_toyota	1.0 0.38
4.1.toyota_tires	2.0 0.684
adx.1.0.toyota_camry	2.0 1.198
1.0.toyota_hondanissan	1.0 0.067
1.1.toyota_sequoia	2.0 1.405
2.0.kato.toyota_aqua	1.0 0.026
2.0.toyota_motor_manufacturing_canada	2.0 0.14
4.0.my_fmtoyota	5.0 0.156
4.1.toyota_will	4.0 1.771
adx.2.1.toyota_texas_bass	10.0 0.605
adx.4.0.toyota_kluger	2.0 0.444
2.0.ftv_toyota	1.0 0.054
2.0.toyota_drift_school	12.0 6.516
2.0.toyota_vigevano_corso_novara	1.0 0.594
2.1.toyota_daihatsu	61.0 1.899
2.1.toyota_vitz	410.0 87.121
4.0.bassmaster_champion_join_toyota_texas_bass_classic_field	7.0 2.814
4.0.toyota_gt86_autorevue	4.0 0.812
4.0.toyota_land_cruiser_prado	189.0 62.069
4.1.toyota_clica_usd	28.0 23.352
adx.2.0.toyota_hilux_surf	8.0 0.759
adx.2.0.toyota_previa	12.0 2.477
adx.2.1.toyota_calls_emperor	91.0 30.849
adx.2.1.toyota_earning_profits	7.0 2.674
adx.4.1.toyota_news_information	2.0 0.08
1.0.astra_toyota_agya	1.0 0.08
2.0.book_toyota	3.0 0.402
2.0.toyota_nascar_camry	1.0 0.696
2.0.toyotama	6.0 0.39
2.1.funny_pictures_toyota	1.0 0.059
2.1.toyota_home_japan	18.0 0.702
4.1.toyota_mxico	1.0 0.136
9.delandtoyotafl.com	19.0 19.0
2.0.coup_toyota_clica_st	1.0 0.077
2.0.toyota_prius_phv	1.0 0.25
4.0.toyota_ae92_trueno_comments	1.0 0.118
4.0.toyota_camry_vienta	10.0 2.55
4.1.kenya_limited_toyota	1.0 0.045
4.1.toyota_innova	1009.0 174.071
9.accestoyota.com	1.0 1.0
adx.4.1.toyota_racing_development	5.0 0.573
1.0.okezone_autos_deretan_varian_toyota	1.0 0.483
2.0.toyota_grand_new_kijang_innova_dipasarkan	3.0 2.007
2.0.toyota_kenya_limited_careers	1.0 0.43
2.0.toyota_tacoma	715.0 246.137
2.1.toyota_diesel_forklift	3.0 2.324
2.1.toyota_kluger	18.0 2.641
2.1.toyota_news_information	15.0 0.638
4.0.roseville_toyota	1.0 0.407
4.0.toyota_gt86_scion_fr	1.0 0.42
4.0.toyota_makes_good	10.0 3.322
4.0.toyota_mr2_spyder	11.0 0.449
9.germaintoyotanews.com	1.0 1.0
adx.2.0.has_toyota	1.0 0.186
adx.2.1.toyota_stadium	1.0 0.036
adx.4.1.toyota_ready	1.0 0.073
adx.4.1.toyota_truck	7.0 0.559
2.0.marion_toyota	12.0 3.274
2.0.toyota_motor_sales_usa	15.0 0.7
4.1.concessionaria_toyota_gorizia	4.0 1.612
4.1.exclusivetoyota_avanza	2.0 0.09
4.1.toyota_huge	3.0 1.614
adx.2.0.grand_new_toyota	1.0 0.075
adx.2.0.modified_toyota_mr	2.0 0.096
adx.4.0.toyota_group	4.0 0.213
2.0.toyota_emitida	2.0 0.258
2.0.toyota_md_lists_seven_essential_behaviours	1.0 0.548
2.0.toyota_nissan_toyota_nissan_toyota_nissan_toyota_nissan_toyota_nissan_toyota_nissan_toyota_nissan_toyota_nissan_toyota	2.0 2.0
2.0.toyota_part	1.0 0.372
2.1.toyota_bountiful_opens	1.0 0.27
4.0.toyota_entune	8.0 3.073
4.0.toyota_todos_vendo_repuestos_toyota_vendo	131.0 12.18
9.nalleytoyotanews.com	45.0 49.0
adx.2.0.toyota_yardis	1.0 0.474
adx.4.1.toyota_supra	48.0 12.416
1.1.call_toyota_vigo	1.0 0.113
2.0.kereta_hybrid_terbaru_buatan_toyota_gambar	4.0 2.516
2.0.toyota_corolla_altis	536.0 365.926
2.1.toyota_celica_supra	84.0 6.619
4.0.mobil_murah_toyota_indonesia	4.0 0.36
4.0.toyota_toyota_toyota_toyota	1.0 0.329
4.0.toyota_trd	22.0 7.475
4.0.toyota_will	3.0 1.743
4.1.toyota_seeks	2.0 0.29
adx.2.0.toyota_dealer_special_offers	1.0 0.205
adx.2.0.toyota_rav4_ev	15.0 3.301
adx.2.0.toyota_special_offers	1.0 0.216
adx.4.1.toyota_landcruiser	1.0 0.028
adx.9.glenntoyota.com	68.0 78.0
1.0.toyota_kirloskar	1.0 0.2
2.0.toyota_corolla_sportivo	2.0 1.242
2.0.toyota_vitz	255.0 78.722
2.1.coser_toyota	8.0 1.36
2.1.toyota_land_cruiser_200	2.0 2.0
2.1.trd_australiatoyota_vios	26.0 2.106
adx.4.0.toyota_industrial_equipment	2.0 0.134
2.1.kenya_limited_toyota	1.0 0.045
4.1.dakar_team_toyota	1.0 0.077
4.1.show_toyota	14.0 1.274
4.1.toyota_harrier	28.0 11.487
4.1.toyota_kdh200	2.0 0.548
9.alhendricksontoyota.com	863.0 1042.0
9.peacecountrytoyota.ca	13.0 16.0
adx.2.1.toyota_new_estima	1.0 0.041
adx.4.1.toyota_releases	2.0 0.37
2.1.myers_toyota	1.0 0.679
2.1.toyota_panasonic	1.0 1.0
2.1.toyota_ts010	1.0 0.28
4.1.toyota_service_centres	1.0 0.066
9.valleytoyota.ca	32.0 34.0
adx.4.0.toyota_corolla	56.0 20.614
adx.9.toyotaofgreenvillenews.com	9.0 9.0
2.0.toyota_invents_baby	1.0 0.54
2.1.used_toyota	455.0 23.183
4.0.toyota_leluxury_edition.you	2.0 0.11
4.1.dailytech_toyota	11.0 1.545
4.1.mississauga_toyota	171.0 80.157
adx.9.toyotapaloalto.com	80.0 85.0
2.0.intip_sedikit_toyota_agya	9.0 2.862
2.0.sharks_u19_u21_toyota_fs_cheetahs_u19	1.0 0.058
2.1.toyota_leaders_author	1.0 0.05
4.0.google_toyota_intel_disney_view	120.0 3.72
4.0.right_toyota_parts_online	2.0 0.464
4.0.toyota_huge	3.0 1.614
4.0.umw_toyota	28.0 3.243
4.1.genuine_toyota_parts	1.0 0.274
9.toyotasrusnews.com	4.0 4.0
2.0.mobil_murah_luncuran_toyota	8.0 4.424
2.0.toyota_sales_strong	7.0 1.099
2.1.toyota_verso	301.0 122.114
4.0.concessionria_toyota	3.0 0.757
4.0.panel_wood_toyota	2.0 1.452
4.0.toyota_fj	26.0 5.777
4.0.toyota_todos_repuestos	39.0 3.9
4.1.toyota_2000gt	1.0 0.2
9.northbaytoyota.com	153.0 168.0
adx.2.0.genuine_toyota_parts_factory_oem_authorized	10.0 1.82
adx.4.0.nhra_story_toyota	1.0 0.206
1.0.toyota_mpv_noah	1.0 0.087
2.0.google_toyota_intel_disney_view	549.0 17.112
2.0.toyota_hc_cv	10.0 2.52
2.1.toyota_coms	6.0 2.024
4.1.toyota_banking	3.0 0.84
4.1.toyota_revo	2.0 0.052
adx.2.0.toyota_recalls	2.0 0.583
adx.4.0.toyota_safety	2.0 1.848
1.0.toyota_celica	2.0 1.279
2.1.toyota_announces_usd	1.0 0.292
4.0.toyota_calls_emperor	44.0 14.916
4.1.news_toyota	4.0 0.248
4.1.wyler_toyota	22.0 4.686
adx.2.1.toyota_team_europe	7.0 0.257
2.1.pt_toyota	2.0 0.124
2.1.toyota_cressida	146.0 7.561
4.0.innovation_sighting_toyota	1.0 0.284
4.0.show_toyota	14.0 1.274
4.0.toyota_hilux_surf	107.0 21.799
9.getteltoyotanews.com	5.0 5.0
adx.2.1.toyota_center	5.0 0.836
1.1.toyota_canada	1.0 0.028
2.0.powered_toyota_gt	163.0 105.502
4.0.ageing_toyota_land_cruisers	1.0 0.364
4.0.nascar_toyota	1.0 0.084
4.0.toyota_conquest	1.0 0.241
9.toyotaofmurfreesboronews.com	3.0 3.0
adx.2.0.toyota_angler	1.0 0.165
2.0.mississauga_toyota	76.0 20.406
2.0.toyota_motorsport	95.0 14.006
2.0.toyota_vehicles	180.0 15.288
2.0.toyota_zaz	2.0 0.104
2.0.used_toyota	446.0 22.821
2.1.toyota_racing_development	257.0 24.624
2.1.toyota_safety	1.0 0.924
4.0.concord_thieves_target_toyota	1.0 0.39
4.0.pt_toyota_astra_motor_untuk_lulusan	6.0 1.494
4.0.toyota_forced	3.0 0.567
4.0.toyota_jzx81	1.0 0.343
4.1.astra_toyota_agya	202.0 13.419
4.1.toyota_land_cruiser_prado	192.0 63.214
adx.2.1.toyota_estima	1.0 0.319
2.0.concessionria_toyota	59.0 24.341
2.0.toyota_homes	18.0 3.852
4.1.new_toyota_vehicle	147.0 73.568
4.1.toyota_altis	302.0 18.803
4.1.toyota_coaster	17.0 8.97
9.blogtoyotaproductionsystem.blogspot.fr	1.0 1.0
adx.11.rt_toyota_yaris.retargcnt	1385.0 3679.0
adx.2.1.toyota_ft_hs	2.0 0.058
adx.4.0.toyota_tries	1.0 0.276
adx.4.1.toyota_trd	3.0 0.975
2.0.dimensi_toyota_agya_lebih_besar	3.0 1.671
2.0.scion_click_toyota	1.0 0.049
2.0.toyota_cars_philippines	3.0 0.441
2.1.fundacin_toyota	4.0 4.02
2.1.toyota_caldina	13.0 4.328
2.1.toyota_style_australia	10.0 0.59
4.0.toyota_forklifts_rank_number	4.0 0.948
4.1.mobil_toyota_agya	98.0 9.996
4.1.toyota_accessories	15.0 5.365
4.1.wipro_translated_toyota	2.0 0.42
9.savannahtoyota.net	10.0 14.0
adx.2.1.toyota_camry_hybrid	50.0 5.93
adx.2.1.toyota_planning	1.0 0.328
1.1.toyota_belta	1.0 0.468
2.0.andal_marketing_professional_toyota_makati_inc	2.0 0.134
2.0.toyota_calls_emperor	1024.0 348.153
2.0.toyota_coms	6.0 2.024
2.1.custom_toyota_cars	1.0 0.521
4.0.aluminum_toyota	1.0 0.428
4.0.toyota_fr	4.0 0.84
4.0.toyota_paseo	8.0 2.096
1.0.toyota_texas_bass_classic	10.0 4.539
2.0.toyota_vigo_vigo	24.0 5.265
4.0.news_toyota	4.0 0.248
4.0.toyota_touch_detailing	1.0 0.696
4.1.toyota_chaser	7.0 1.503
1.0.toyota_land_cruiser	12.0 7.002
1.1.charlesglen_toyota	3.0 1.452
1.1.toyota_financial_services	1.0 0.029
2.0.toyota_land_cruise_prado	47.0 3.666
2.0.toyota_tests_radical_redesign	1.0 0.393
2.0.toyota_trucks	100.0 11.486
2.1.my_fmtoyota	131.0 3.487
4.0.auto_toyota_ecco_soy	1.0 0.418
4.0.toyota_etios	256.0 137.134
4.0.toyota_ft	50.0 15.134
4.1.milton_toyota	28.0 7.426
adx.4.0.toyota_mr2	5.0 1.523
adx.4.0.toyota_sequoia	6.0 2.551
adx.4.1.warrenton_toyota	23.0 6.025
1.1.toyota_japn	1.0 0.099
2.0.btcc_toyotas	1.0 0.275
2.0.toyota_agya_trd	100.0 8.49
2.0.toyota_fortune	19.0 11.362
2.0.toyota_tsusho_corporation	3.0 0.158
4.0.toyota_pamerkan	3.0 0.69
4.0.toyota_sports	7.0 5.502
4.1.toyota_new_estima	91.0 3.731
9.pickeringtoyota.com.vsd27.korax.net	1.0 1.0
2.0.scion_toyota	1.0 0.064
2.0.toyota_cup	1.0 0.172
2.1.desportivo_toyota_gt	2.0 1.22
4.1.toyota_code_definition	12.0 0.336
4.1.trace_city_toyota	2.0 0.088
adx.4.0.toyota_analyzes_prius_production	3.0 1.146
1.1.toyota_sprinter	1.0 0.05
2.0.new_toyota_vehicle	10.0 4.84
2.1.toyota_academy	4.0 0.272
4.0.toyota_way_articles	4.0 2.692
4.1.toyota_touch_go	1.0 0.07
adx.2.0.toyota_solara	4.0 1.705
1.0.toyota_altis	1.0 0.083
2.0.toyota_accessories	14.0 5.099
2.0.toyota_australia	99.0 13.394
2.0.toyota_fj	19.0 4.86
2.0.toyotacamry_hybrid	1.0 1.0
4.0.llanta_para_camioneta_nissan_toyota_chevrolet_mitsub	1.0 0.049
4.1.toyota_mr	3.0 1.965
9.russelletoyota.com	85.0 87.0
adx.9.toyotaoflakewoodnews.com	1.0 1.0
2.0.new_toyota_cars_toyota	20.0 9.92
2.0.toyota_ceo	5.0 0.985
2.0.toyota_nadia	22.0 0.924
4.1.failure_toyota	3.0 0.642
4.1.toyota_europe	11.0 0.282
9.toyotacoolspringsnews.com	4.0 4.0
adx.4.0.toyota_passo	1.0 0.059
adx.4.1.toyota_group	4.0 0.213
adx.9.buckhannontoyota.com	13.0 21.0
1.1.toyota_toyota	1.0 0.033
4.0.toyota_parts	113.0 28.752
4.0.toyota_treviglio_via_bergamo	3.0 1.668
1.0.toyota_motor_corporation	1.0 0.066
1.0.used_toyota_surf	2.0 0.771
2.0.my_fmtoyota	131.0 3.487
2.0.renault_toyota	1.0 0.202
2.0.toyota_corolla_gts	1.0 0.192
2.0.toyota_sport_normal_sport	1.0 0.026
2.1.toyota_will	5.0 1.799
4.1.enjoying_life_toyota	1.0 0.048
9.festingtoyota.com	15.0 17.0
adx.4.1.toyota_celica	23.0 4.479
adx.9.jeffwylerspringfieldtoyota.net	15.0 17.0
1.0.toyota_japn	1.0 0.099
2.0.toyota_officially	7.0 0.721
9.stage.miltontoyota.com.vsd27.korax.net	4.0 4.0
2.1.berlin_city_toyota	4.0 1.012
2.1.toyota_grand_innova	1.0 0.172
2.1.toyota_tacomas	1.0 0.277
4.0.toyota_motor_manufacturing_kentucky	28.0 1.524
4.0.toyota_touch	91.0 37.107
adx.1.1.toyota_motors	1.0 0.043
adx.2.1.toyota_recall	7.0 2.655
adx.4.0.toyota_hilux	10.0 3.095
2.0.casey_toyota_casey_toyota	19.0 0.76
2.0.toyota_honors_top_dealers	1.0 0.29
2.0.tuned_toyota_gt	4.0 1.168
4.0.toyota_presents_oakdale	1.0 0.507
4.1.toyota_engines	16.0 2.888
9.toyotausvi.com	17.0 22.0
adx.2.0.toyota_land_cruiser_70_series	1.0 0.356
adx.2.1.toyota_aristo	1.0 0.225
adx.4.1.toyota_fj	2.0 0.398
adx.4.1.toyota_tf109	1.0 0.024
adx.9.giaxetoyota.com.vn	1.0 1.0
1.1.toyota_land	1.0 0.033
2.0.toyota_trueno	26.0 5.941
2.0.toyota_year_model	3.0 0.211
2.1.harga_toyota_agya	2.0 0.606
4.0.der_toyota	1.0 0.046
4.0.toyota_akan_produksi_noah_voxy	2.0 0.97
4.0.toyota_forklift_reviews	1.0 0.499
4.0.toyota_team_thailand	14.0 0.728
4.1.toyota_center_houston	107.0 5.684
4.1.toyota_corona	185.0 14.654
4.1.toyota_offerte_presse	11.0 2.948
4.1.vvt_toyota	10.0 0.33
adx.2.0.toyota_levin	4.0 0.255
adx.2.1.toyota_nears_launch	2.0 0.442
adx.4.0.toyota_aurion	1.0 0.418
adx.4.1.toyota_highlander_hybrid	5.0 1.688
2.0.toyota_elephant_passage_rotational	2.0 1.73
2.0.toyota_fr	3.0 0.63
2.1.toyota_huge	4.0 2.152
2.1.toyota_motor	1345.0 293.685
4.0.toyota_wallpaper	2.0 0.816
4.0.toyota_yariz_con	1.0 0.19
4.1.toyota_astra_motor	185.0 11.154
adx.2.0.toyota_dealer	2.0 0.676
adx.4.1.toyota_fj_cruiser	33.0 3.821
1.0.mobil_murah_daihatsu_toyota_hadir	1.0 0.592
1.1.toyota_sera	1.0 0.446
2.0.jeff_wyler_toyota	4.0 0.637
2.0.pt_toyota_astra_motor_untuk_lulusan	23.0 6.225
2.0.toyota_new_yaris	2.0 0.368
2.0.toyota_reveals_dramatic_new	11.0 1.903
2.1.new_toyota	33.0 6.515
2.1.toyota_1jz_vvt	3.0 1.236
2.1.toyota_elephant_passage	2.0 1.847
2.1.toyota_gt86_car	1.0 0.051
4.0.toyota_argentina	1.0 0.161
4.0.toyota_gb	26.0 8.127
4.0.toyota_offers	3.0 0.915
adx.2.0.toyota_safety_iihs_top_safety_picks	8.0 6.669
adx.4.1.toyota_logo	1.0 0.044
1.0.gulf_states_toyota	2.0 0.174
1.1.toyota_motor_sales	2.0 0.148
2.0.bayside_toyota_pavillion	1.0 0.3
2.0.multimedia1993_technokids_technoplus_toyota	1.0 0.135
2.0.toyota_ft	80.0 18.752
2.0.toyota_will	3.0 1.743
2.1.plinker_tactical_toyota	29.0 0.924
2.1.toyota_celsior	3.0 0.305
2.1.toyota_other_models	7.0 0.385
